,om,yr,mo,dy,date,time,tz,st,stf,stn,f,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,touchdown,has_warning,has_watch,warning_time,pop_dens
3624,770,1957,11,7,1957-11-07,23:00:00,3,MS,28,16,3,1,2,5.0,0.0,33.28,-90.23,33.52,-90.0,31.2,300,1,1,1,51,15,0,0,1957-11-08 05:00:00,False,False,0,1.360475266913148e-05
3626,772,1957,11,7,1957-11-07,23:27:00,3,TX,48,144,4,81,1,6.0,0.0,30.1,-93.73,29.97,-93.88,12.9,200,1,1,1,361,0,0,0,1957-11-08 05:27:00,False,False,0,4.694179939510492e-05
3629,775,1957,11,7,1957-11-07,23:30:00,3,LA,22,25,3,10,4,5.0,0.0,30.35,-92.2,30.37,-92.07,9.2,200,1,1,1,1,97,0,0,1957-11-08 05:30:00,False,False,0,3.069405119788475e-05
3635,781,1957,11,8,1957-11-08,17:30:00,3,NC,37,8,3,5,0,5.0,0.0,35.7,-77.75,36.0,-77.0,46.9,150,1,1,1,195,65,15,0,1957-11-08 23:30:00,False,False,0,3.25468456895629e-05
3640,786,1957,11,14,1957-11-14,13:30:00,3,MS,28,21,3,0,0,4.0,0.0,33.45,-89.57,33.45,-89.43,7.8,100,1,1,1,97,0,0,0,1957-11-14 19:30:00,False,False,0,1.372767652346666e-05
3641,787,1957,11,16,1957-11-16,05:00:00,3,LA,22,29,3,1,0,4.0,0.0,31.57,-93.4,0.0,0.0,1.0,100,1,1,1,85,0,0,0,1957-11-16 11:00:00,False,False,0,9.302173338394475e-06
3644,790,1957,11,17,1957-11-17,15:12:00,3,AL,1,28,4,15,4,4.0,0.0,33.9,-87.18,33.93,-87.3,7.2,200,1,1,1,127,0,0,0,1957-11-17 21:12:00,False,False,0,3.1119316159554406e-05
3653,799,1957,11,18,1957-11-18,14:30:00,3,MS,28,25,3,0,0,4.0,0.0,31.97,-88.78,32.0,-88.63,9.0,77,1,1,1,23,0,0,0,1957-11-18 20:30:00,False,False,0,1.0810009620026431e-05
3667,813,1957,11,18,1957-11-18,17:30:00,3,AL,1,40,4,12,3,5.0,0.0,33.98,-86.52,34.27,-86.22,26.1,100,1,1,1,9,95,0,0,1957-11-18 23:30:00,False,False,0,2.362154791528602e-05
3673,819,1957,11,20,1957-11-20,16:50:00,3,MI,26,12,3,12,1,5.0,0.0,42.4,-83.1,0.0,0.0,1.5,100,1,1,1,163,0,0,0,1957-11-20 22:50:00,False,False,0,0.0015361543287276073
3678,824,1957,12,18,1957-12-18,14:40:00,3,IL,17,22,3,0,0,4.0,0.0,37.97,-89.82,38.07,-89.47,20.2,10,1,1,1,157,145,0,0,1957-12-18 20:40:00,False,False,0,2.025169909447733e-05
3680,826,1957,12,18,1957-12-18,15:15:00,3,IL,17,23,3,0,0,5.0,0.0,37.9,-89.8,38.0,-89.5,17.7,10,1,1,1,157,145,0,0,1957-12-18 21:15:00,False,False,0,2.025169909447733e-05
3683,829,1957,12,18,1957-12-18,15:35:00,3,IL,17,26,3,1,0,5.0,0.0,38.08,-89.55,0.0,0.0,2.5,10,1,1,1,145,0,0,0,1957-12-18 21:35:00,False,False,0,1.895197928365822e-05
3685,831,1957,12,18,1957-12-18,15:55:00,3,IL,17,28,4,45,1,6.0,0.0,38.28,-89.08,38.35,-88.78,16.8,250,1,1,1,81,0,0,0,1957-12-18 21:55:00,False,False,0,2.426249086747088e-05
3687,833,1957,12,18,1957-12-18,16:15:00,3,IL,17,30,3,0,0,4.0,0.0,37.83,-89.75,37.87,-89.65,5.7,10,1,1,1,157,0,0,0,1957-12-18 22:15:00,False,False,0,2.124937991836465e-05
3689,835,1957,12,18,1957-12-18,16:35:00,3,IL,17,32,5,6,1,5.0,0.0,38.08,-89.25,38.1,-89.15,5.4,200,1,1,1,145,0,0,0,1957-12-18 22:35:00,False,False,0,1.895197928365822e-05
3690,836,1957,12,18,1957-12-18,16:45:00,3,IL,17,33,4,200,11,6.0,0.0,37.7,-89.48,37.88,-89.02,28.3,300,1,1,1,77,199,55,0,1957-12-18 22:45:00,False,False,0,3.700310817584e-05
3692,838,1957,12,18,1957-12-18,17:00:00,3,IL,17,34,3,1,0,5.0,0.0,38.5,-88.63,38.68,-88.35,19.6,200,1,1,1,191,25,0,0,1957-12-18 23:00:00,False,False,0,1.25348572274144e-05
3696,842,1957,12,18,1957-12-18,17:25:00,3,IL,17,36,3,0,0,4.0,0.0,38.93,-88.05,38.98,-87.98,4.5,10,1,1,1,79,0,0,0,1957-12-18 23:25:00,False,False,0,9.577019996578054e-06
3697,843,1957,12,18,1957-12-18,17:35:00,3,IL,17,37,3,3,0,5.0,0.0,38.2,-88.7,0.0,0.0,2.5,150,1,1,1,65,0,0,0,1957-12-18 23:35:00,False,False,0,1.088669872955779e-05
3698,844,1957,12,18,1957-12-18,18:00:00,3,IL,17,38,3,4,0,5.0,0.0,38.17,-88.42,38.28,-88.08,19.8,10,1,1,1,65,193,47,0,1957-12-19 00:00:00,False,False,0,1.4161304038843768e-05
3701,847,1957,12,19,1957-12-19,12:44:00,3,AR,5,26,4,9,2,4.0,0.0,33.35,-93.25,33.52,-93.02,17.7,10,1,1,1,27,103,0,0,1957-12-19 18:44:00,False,False,0,1.592517440178301e-05
3703,849,1957,12,19,1957-12-19,15:40:00,3,AR,5,27,3,0,0,4.0,0.0,34.38,-91.95,34.43,-91.92,3.8,100,1,1,1,69,0,0,0,1957-12-19 21:40:00,False,False,0,3.373284117454316e-05
3730,18,1958,2,26,1958-02-26,17:30:00,3,MS,28,1,3,26,8,5.0,0.0,31.98,-90.53,32.72,-89.72,69.7,60,1,1,1,29,49,121,89,1958-02-26 23:30:00,False,False,0,2.8973019844717058e-05
3732,19,1958,2,26,1958-02-26,17:40:00,3,MS,28,2,3,34,1,6.0,0.0,31.97,-90.1,32.73,-89.3,71.0,60,1,1,1,127,121,123,79,1958-02-26 23:40:00,False,False,0,1.4193388090698037e-05
3740,25,1958,2,26,1958-02-26,19:45:00,3,MS,28,8,3,20,4,5.0,0.0,31.33,-88.9,31.6,-88.53,29.1,100,1,1,1,111,41,153,0,1958-02-27 01:45:00,False,False,0,6.106647070324222e-06
3742,27,1958,2,26,1958-02-26,23:10:00,3,TN,47,2,3,0,0,5.0,0.0,35.23,-88.25,0.0,0.0,0.1,10,1,1,1,71,0,0,0,1958-02-27 05:10:00,False,False,0,1.1307831109359118e-05
3768,53,1958,4,2,1958-04-02,17:55:00,3,TX,48,10,3,14,1,5.0,0.0,33.9,-98.5,33.95,-98.23,16.4,333,1,1,1,485,77,0,0,1958-04-02 23:55:00,False,False,0,2.4380598406774535e-05
3769,54,1958,4,2,1958-04-02,18:40:00,3,TX,48,11,3,1,0,4.0,0.0,33.65,-97.9,33.87,-97.72,18.2,300,1,1,1,337,0,0,0,1958-04-03 00:40:00,False,False,0,7.079947663235111e-06
3776,61,1958,4,5,1958-04-05,14:20:00,3,IL,17,1,3,8,1,5.0,0.0,38.3,-89.87,38.97,-89.13,60.5,100,1,1,1,163,27,5,51,1958-04-05 20:20:00,False,False,0,4.63141289150899e-05
3779,64,1958,4,5,1958-04-05,16:10:00,3,IL,17,3,3,11,0,5.0,0.0,37.9,-89.33,38.1,-89.05,20.6,100,1,1,1,77,145,55,0,1958-04-05 22:10:00,False,False,0,2.919667942238328e-05
3791,76,1958,4,6,1958-04-06,00:03:00,3,AL,1,13,3,1,0,5.0,0.0,34.27,-86.22,34.58,-85.98,25.7,100,1,1,1,95,71,0,0,1958-04-06 06:03:00,False,False,0,1.975200704954788e-05
3797,82,1958,4,15,1958-04-15,11:00:00,3,FL,12,9,4,7,0,4.0,0.0,27.67,-82.62,0.0,0.0,0.1,300,1,1,1,105,0,0,0,1958-04-15 17:00:00,False,False,0,2.66295086178481e-05
3799,84,1958,4,15,1958-04-15,11:20:00,3,FL,12,11,3,9,0,5.0,0.0,29.87,-81.3,29.88,-81.25,3.6,73,1,1,1,109,0,0,0,1958-04-15 17:20:00,False,False,0,1.6068757383630336e-05
3800,85,1958,4,15,1958-04-15,12:09:00,3,FL,12,12,3,20,0,5.0,0.0,27.5,-80.57,27.45,-80.33,14.8,10,1,1,1,111,0,0,0,1958-04-15 18:09:00,False,False,0,1.362334467341309e-05
3833,116,1958,4,28,1958-04-28,18:30:00,3,TX,48,20,3,0,0,5.0,0.0,31.9,-98.6,31.95,-98.55,4.9,880,1,1,1,93,0,0,0,1958-04-29 00:30:00,False,False,0,6.388416867073052e-06
3845,128,1958,5,3,1958-05-03,02:00:00,3,TX,48,25,3,0,0,5.0,0.0,32.35,-95.22,32.57,-94.23,59.2,440,1,1,1,183,203,0,0,1958-05-03 08:00:00,False,False,0,3.58714430547104e-05
3886,166,1958,5,24,1958-05-24,14:45:00,3,MN,27,1,3,6,0,5.0,0.0,45.15,-92.95,44.97,-92.77,15.1,50,2,1,2,163,0,0,0,1958-05-24 20:45:00,False,False,0,3.4707628001569304e-05
3887,166,1958,5,24,1958-05-24,14:45:00,3,WI,55,2,3,6,0,5.0,0.0,44.97,-92.77,44.62,-92.0,44.3,50,2,1,2,109,93,91,0,1958-05-24 20:45:00,False,False,0,1.38503636616572e-05
3899,178,1958,5,30,1958-05-30,20:00:00,3,ND,38,1,3,0,0,4.0,0.0,47.93,-99.8,48.05,-99.63,10.7,10,1,1,1,5,0,0,0,1958-05-31 02:00:00,False,False,0,2.967968087504082e-06
3907,186,1958,5,31,1958-05-31,20:25:00,3,KS,20,6,3,0,0,4.0,0.0,37.25,-95.2,0.0,0.0,0.3,100,1,1,1,99,0,0,0,1958-06-01 02:25:00,False,False,0,1.7522231277831545e-05
3924,203,1958,6,4,1958-06-04,17:30:00,3,WI,55,4,5,74,21,7.0,0.0,44.9,-92.33,45.05,-91.67,33.7,880,1,1,1,109,33,0,0,1958-06-04 23:30:00,False,False,0,1.3074246348437898e-05
3925,204,1958,6,4,1958-06-04,18:45:00,3,WI,55,5,4,50,3,5.0,0.0,44.93,-91.47,45.0,-91.25,11.1,600,1,1,1,17,0,0,0,1958-06-05 00:45:00,False,False,0,1.640289771533354e-05
3926,205,1958,6,4,1958-06-04,19:00:00,3,WI,55,7,3,3,0,6.0,0.0,44.95,-91.17,44.97,-91.07,4.3,300,1,1,1,17,0,0,0,1958-06-05 01:00:00,False,False,0,1.640289771533354e-05
3928,207,1958,6,4,1958-06-04,19:30:00,3,WI,55,8,4,3,4,6.0,0.0,44.77,-91.27,44.9,-90.07,59.2,880,1,1,1,35,19,73,0,1958-06-05 01:30:00,False,False,0,1.9002842193732866e-05
3932,211,1958,6,6,1958-06-06,23:30:00,3,TX,48,37,3,0,0,4.0,0.0,33.08,-96.08,0.0,0.0,1.0,50,1,1,1,231,0,0,0,1958-06-07 05:30:00,False,False,0,1.9633668794658136e-05
3933,212,1958,6,7,1958-06-07,06:00:00,3,KS,20,8,3,1,0,4.0,0.0,37.65,-97.27,0.0,0.0,5.0,1760,1,1,1,173,0,0,0,1958-06-07 12:00:00,False,False,0,8.604072651880643e-05
3951,230,1958,6,10,1958-06-10,17:45:00,3,KS,20,9,4,5,15,6.0,0.0,37.85,-97.02,37.83,-96.85,9.0,300,1,1,1,15,0,0,0,1958-06-10 23:45:00,False,False,0,8.371116349831564e-06
3972,251,1958,6,12,1958-06-12,18:08:00,3,KY,21,7,3,3,0,4.0,0.0,37.08,-89.0,0.0,0.0,0.1,10,1,1,1,7,0,0,0,1958-06-13 00:08:00,False,False,0,1.3375731317914141e-05
4007,286,1958,6,21,1958-06-21,01:15:00,3,OK,40,14,3,0,0,5.0,0.0,36.3,-99.75,0.0,0.0,0.5,67,1,1,1,45,0,0,0,1958-06-21 07:15:00,False,False,0,2.2968327491849017e-06
4095,372,1958,7,11,1958-07-11,19:55:00,3,IL,17,21,3,3,0,4.0,0.0,39.48,-88.08,39.45,-88.17,4.7,30,1,1,1,29,0,0,0,1958-07-12 01:55:00,False,False,0,3.063352171574296e-05
4107,384,1958,7,14,1958-07-14,17:55:00,3,IA,19,11,3,1,0,5.0,0.0,41.07,-94.6,40.83,-94.57,14.8,100,1,1,1,3,173,0,0,1958-07-14 23:55:00,False,False,0,8.557100833060217e-06
4123,400,1958,7,18,1958-07-18,22:30:00,3,NE,31,40,3,0,0,4.0,0.0,40.78,-98.75,0.0,0.0,3.0,10,1,1,1,19,0,0,0,1958-07-19 04:30:00,False,False,0,1.0023935066325366e-05
4131,408,1958,7,20,1958-07-20,16:20:00,3,KS,20,37,3,4,0,4.0,0.0,38.87,-101.93,38.82,-101.9,3.3,700,1,1,1,199,0,0,0,1958-07-20 22:20:00,False,False,0,1.0598609820749617e-06
4162,439,1958,7,31,1958-07-31,15:32:00,3,IN,18,24,3,0,0,4.0,0.0,39.52,-85.77,0.0,0.0,0.1,10,1,1,1,145,0,0,0,1958-07-31 21:32:00,False,False,0,2.6318802009602526e-05
4182,459,1958,8,11,1958-08-11,16:06:00,3,ND,38,8,3,2,0,4.0,0.0,47.9,-97.2,0.0,0.0,0.1,10,1,1,1,35,0,0,0,1958-08-11 22:06:00,False,False,0,1.0602396806481849e-05
4214,491,1958,9,6,1958-09-06,16:30:00,3,ND,38,9,3,0,0,3.0,0.0,46.9,-98.0,0.0,0.0,2.9,10,1,1,1,3,0,0,0,1958-09-06 22:30:00,False,False,0,4.37057571621404e-06
4233,510,1958,10,8,1958-10-08,19:05:00,3,MO,29,25,3,7,2,5.0,0.0,40.42,-94.63,40.45,-94.22,23.1,300,1,1,1,147,81,227,0,1958-10-09 01:05:00,False,False,0,8.950728586679257e-06
4241,517,1958,10,19,1958-10-19,07:35:00,3,FL,12,24,3,24,1,5.0,0.0,26.82,-80.67,27.03,-80.45,20.2,440,1,1,1,99,85,0,0,1958-10-19 13:35:00,False,False,0,1.881866643155473e-05
4242,518,1958,10,31,1958-10-31,12:30:00,3,FL,12,25,3,4,0,4.0,0.0,27.53,-82.63,27.52,-82.58,3.6,200,1,1,1,81,0,0,0,1958-10-31 18:30:00,False,False,0,1.8035713753484477e-05
4261,537,1958,11,17,1958-11-17,07:35:00,3,OK,40,35,3,4,0,0.0,0.0,34.28,-99.4,34.35,-98.25,65.8,50,1,1,1,33,0,0,0,1958-11-17 13:35:00,False,False,0,6.2127470216441694e-06
4262,538,1958,11,17,1958-11-17,08:08:00,3,OK,40,36,3,0,0,1.0,0.0,36.35,-97.72,36.8,-97.3,39.2,10,1,1,1,47,71,0,0,1958-11-17 14:08:00,False,False,0,1.9852048397355475e-05
4267,543,1958,11,17,1958-11-17,09:23:00,3,OK,40,40,3,15,0,5.0,0.0,35.15,-96.67,35.33,-96.43,18.3,300,1,1,1,133,0,0,0,1958-11-17 15:23:00,False,False,0,2.4814508513549946e-05
4271,546,1958,11,17,1958-11-17,09:45:00,3,KS,20,42,3,0,0,4.0,0.0,37.32,-96.52,37.4,-96.4,8.5,880,1,1,1,49,0,0,0,1958-11-17 15:45:00,False,False,0,4.002665685452837e-06
4279,555,1958,11,17,1958-11-17,11:30:00,3,MO,29,27,3,1,0,5.0,0.0,37.63,-94.57,38.0,-94.22,30.2,400,1,1,1,11,217,0,0,1958-11-17 17:30:00,False,False,0,9.62670327218567e-06
4296,8,1959,1,21,1959-01-21,09:20:00,3,MS,28,6,3,1,0,5.0,0.0,34.35,-89.03,34.65,-88.57,33.8,10,1,1,1,115,145,117,0,1959-01-21 15:20:00,False,False,0,1.7460046360582733e-05
4299,11,1959,1,21,1959-01-21,09:45:00,3,MS,28,8,3,0,0,4.0,0.0,32.62,-89.7,32.83,-89.33,26.1,10,1,1,1,79,0,0,0,1959-01-21 15:45:00,False,False,0,1.4311599842010004e-05
4302,14,1959,1,21,1959-01-21,12:30:00,3,KY,21,1,3,0,3,5.0,0.0,37.4,-86.62,37.43,-86.5,6.6,10,1,1,1,85,0,0,0,1959-01-21 18:30:00,False,False,0,1.3263716310215958e-05
4313,24,1959,2,10,1959-02-10,01:40:00,3,MO,29,3,4,345,21,7.0,0.0,38.53,-90.6,38.67,-90.18,23.9,200,2,1,2,189,510,0,0,1959-02-10 07:40:00,False,False,0,0.0008560570069224142
4314,24,1959,2,10,1959-02-10,02:15:00,3,IL,17,1,4,0,0,5.0,0.0,38.65,-90.18,38.67,-90.15,0.1,200,2,1,2,119,0,0,0,1959-02-10 08:15:00,False,False,0,9.836633039630123e-05
4317,27,1959,2,10,1959-02-10,04:00:00,3,IN,18,2,3,0,0,4.0,0.0,38.75,-87.4,38.8,-87.37,3.3,100,1,1,1,83,0,0,0,1959-02-10 10:00:00,False,False,0,3.248375362267552e-05
4322,32,1959,2,10,1959-02-10,08:30:00,3,KY,21,3,3,6,0,6.0,0.0,38.63,-85.0,0.0,0.0,1.5,440,1,1,1,41,0,0,0,1959-02-10 14:30:00,False,False,0,2.5577151947282995e-05
4323,33,1959,2,10,1959-02-10,09:40:00,3,OH,39,1,3,6,0,5.0,0.0,39.08,-83.7,39.08,-83.5,10.5,400,1,1,1,71,0,0,0,1959-02-10 15:40:00,False,False,0,1.9677762482089462e-05
4339,47,1959,3,14,1959-03-14,21:15:00,3,AR,5,4,3,3,1,5.0,0.0,35.05,-92.22,35.13,-91.92,18.0,33,1,1,1,45,145,0,0,1959-03-15 03:15:00,False,False,0,1.4528847775391953e-05
4362,70,1959,3,26,1959-03-26,18:10:00,3,TN,47,2,3,0,0,5.0,0.0,36.25,-85.98,36.43,-85.72,19.5,440,1,1,1,31,61,0,0,1959-03-27 00:10:00,False,False,0,1.7413675816290985e-05
4365,73,1959,3,31,1959-03-31,18:10:00,3,OK,40,15,3,3,0,5.0,0.0,36.1,-96.5,36.12,-96.43,3.8,100,1,1,1,37,0,0,0,1959-04-01 00:10:00,False,False,0,1.7531721855181734e-05
4367,75,1959,3,31,1959-03-31,19:30:00,3,TX,48,7,3,16,0,6.0,0.0,33.7,-97.13,33.7,-97.02,6.8,1760,1,1,1,97,0,0,0,1959-04-01 01:30:00,False,False,0,9.774825985719432e-06
4369,77,1959,3,31,1959-03-31,20:50:00,3,OK,40,18,3,10,0,5.0,0.0,33.88,-96.8,34.02,-96.63,13.2,600,1,1,1,95,0,0,0,1959-04-01 02:50:00,False,False,0,8.508022251325987e-06
4370,78,1959,3,31,1959-03-31,21:00:00,3,TX,48,8,4,31,6,4.0,0.0,31.85,-97.22,31.98,-97.13,10.4,1760,1,1,1,217,0,0,0,1959-04-01 03:00:00,False,False,0,1.2596210701528407e-05
4371,79,1959,3,31,1959-03-31,23:00:00,3,AR,5,5,3,0,0,4.0,0.0,35.3,-93.75,0.0,0.0,2.0,300,1,1,1,83,0,0,0,1959-04-01 05:00:00,False,False,0,1.1046684603723518e-05
4479,185,1959,5,9,1959-05-09,17:25:00,3,OK,40,35,3,3,0,5.0,0.0,36.43,-95.12,36.6,-94.75,23.2,880,1,1,1,97,41,0,0,1959-05-09 23:25:00,False,False,0,9.552242808885802e-06
4483,189,1959,5,9,1959-05-09,18:00:00,3,OK,40,38,3,0,0,5.0,0.0,36.4,-95.8,36.67,-95.57,23.4,50,1,1,1,131,105,0,0,1959-05-10 00:00:00,False,False,0,1.0035346995199987e-05
4488,194,1959,5,9,1959-05-09,18:15:00,3,IA,19,7,3,0,0,5.0,0.0,41.2,-91.98,41.28,-91.9,6.6,200,1,1,1,107,0,0,0,1959-05-10 00:15:00,False,False,0,1.1197498053487256e-05
4489,195,1959,5,9,1959-05-09,18:40:00,3,OK,40,42,4,12,7,5.0,0.0,34.62,-96.58,34.68,-96.52,6.2,900,1,1,1,123,0,0,0,1959-05-10 00:40:00,False,False,0,1.6546812667302546e-05
4491,197,1959,5,9,1959-05-09,19:00:00,3,IA,19,8,3,1,0,5.0,0.0,40.87,-91.78,41.15,-91.67,17.8,250,1,1,1,177,101,87,0,1959-05-10 01:00:00,False,False,0,1.294326063823055e-05
4495,201,1959,5,10,1959-05-10,13:00:00,3,IA,19,10,4,1,0,6.0,0.0,41.5,-94.63,41.93,-94.08,41.1,400,1,1,1,1,77,49,15,1959-05-10 19:00:00,False,False,0,1.3196070805767127e-05
4501,207,1959,5,10,1959-05-10,15:20:00,3,TX,48,24,3,0,0,5.0,0.0,30.28,-97.72,30.42,-97.62,11.0,667,1,1,1,453,0,0,0,1959-05-10 21:20:00,False,False,0,6.276971941383292e-05
4515,221,1959,5,10,1959-05-10,19:00:00,3,TX,48,33,3,7,0,3.0,0.0,30.77,-96.6,30.9,-96.38,15.8,333,1,1,1,395,0,0,0,1959-05-11 01:00:00,False,False,0,8.982906738650944e-06
4526,232,1959,5,12,1959-05-12,13:30:00,3,AL,1,6,3,5,0,5.0,0.0,33.37,-86.95,33.42,-86.82,8.6,440,1,1,1,73,0,0,0,1959-05-12 19:30:00,False,False,0,0.0001941941188820722
4538,244,1959,5,18,1959-05-18,18:50:00,3,KS,20,27,3,0,0,4.0,0.0,39.82,-95.62,0.0,0.0,0.5,100,1,1,1,13,0,0,0,1959-05-19 00:50:00,False,False,0,9.909019871770695e-06
4540,246,1959,5,18,1959-05-18,19:35:00,3,KS,20,29,3,0,0,5.0,0.0,39.73,-95.33,39.65,-95.27,6.5,400,1,1,1,43,0,0,0,1959-05-19 01:35:00,False,False,0,1.0304099523731741e-05
4550,256,1959,5,20,1959-05-20,19:00:00,3,IA,19,16,4,5,0,5.0,0.0,40.7,-93.15,40.87,-92.9,17.2,440,1,1,1,185,0,0,0,1959-05-21 01:00:00,False,False,0,8.624601047169857e-06
4559,265,1959,5,21,1959-05-21,06:00:00,3,TX,48,39,3,0,0,4.0,0.0,29.38,-94.77,29.42,-94.72,4.3,67,1,1,1,167,0,0,0,1959-05-21 12:00:00,False,False,0,0.00011538014789682597
4570,276,1959,5,25,1959-05-25,18:00:00,3,TX,48,43,3,0,0,2.0,0.0,35.32,-100.68,0.0,0.0,0.1,10,1,1,1,483,0,0,0,1959-05-26 00:00:00,False,False,0,4.355731008808251e-06
4580,286,1959,5,26,1959-05-26,15:45:00,3,WI,55,11,3,2,0,5.0,0.0,44.0,-91.42,44.65,-90.88,34.3,67,1,1,1,121,53,19,0,1959-05-26 21:45:00,False,False,0,9.520735704852857e-06
4587,293,1959,5,26,1959-05-26,19:18:00,3,OK,40,54,3,8,0,4.0,0.0,34.32,-97.45,34.33,-97.4,3.3,60,1,1,1,19,0,0,0,1959-05-27 01:18:00,False,False,0,1.7119647949220913e-05
4626,332,1959,5,30,1959-05-30,19:30:00,3,SD,46,4,3,0,0,4.0,0.0,42.88,-97.28,0.0,0.0,0.1,10,1,1,1,135,0,0,0,1959-05-31 01:30:00,False,False,0,1.2449183380243581e-05
4670,376,1959,6,17,1959-06-17,20:50:00,3,FL,12,8,3,77,0,6.0,0.0,25.73,-80.28,25.88,-80.17,12.7,333,1,1,1,25,0,0,0,1959-06-18 02:50:00,False,False,0,0.00010072794526182168
4799,506,1959,8,30,1959-08-30,18:20:00,3,OK,40,63,3,1,0,5.0,0.0,34.2,-98.58,0.0,0.0,2.0,100,1,1,1,33,0,0,0,1959-08-31 00:20:00,False,False,0,6.2127470216441694e-06
4825,532,1959,9,26,1959-09-26,14:45:00,3,MO,29,21,4,0,0,5.0,0.0,37.35,-92.67,37.43,-92.57,7.8,100,1,1,1,229,0,0,0,1959-09-26 20:45:00,False,False,0,8.967142710530178e-06
4837,543,1959,9,26,1959-09-26,18:20:00,3,AR,5,9,3,14,0,5.0,0.0,35.6,-90.3,35.72,-90.15,11.5,667,2,1,2,111,93,0,0,1959-09-27 00:20:00,False,False,0,2.8320846687327474e-05
4841,543,1959,9,26,1959-09-26,19:05:00,3,TN,47,3,3,7,0,5.0,0.0,35.72,-90.15,35.78,-89.73,23.7,667,2,1,2,97,0,0,0,1959-09-27 01:05:00,False,False,0,2.0489117736872392e-05
4845,550,1959,9,27,1959-09-27,18:00:00,3,KS,20,63,4,1,1,4.0,0.0,37.0,-95.13,37.12,-95.1,8.2,440,2,1,2,99,0,0,0,1959-09-28 00:00:00,False,False,0,1.7522231277831545e-05
4847,550,1959,9,27,1959-09-27,18:00:00,3,OK,40,67,4,0,0,0.0,0.0,36.85,-95.25,37.0,-95.13,12.2,10,2,1,2,35,0,0,0,1959-09-28 00:00:00,False,False,0,9.261638721747237e-06
4862,565,1959,9,30,1959-09-30,15:00:00,3,VA,51,9,3,9,1,4.0,0.0,38.3,-78.43,0.0,0.0,2.0,100,1,1,1,79,0,0,0,1959-09-30 21:00:00,False,False,0,1.172543540557221e-05
4863,566,1959,9,30,1959-09-30,15:30:00,3,VA,51,10,3,4,11,5.0,0.0,38.05,-78.62,0.0,0.0,0.8,200,1,1,1,3,0,0,0,1959-09-30 21:30:00,False,False,0,1.4283725145694787e-05
4864,567,1959,9,30,1959-09-30,16:45:00,3,VA,51,11,3,0,0,5.0,0.0,37.87,-78.3,37.9,-78.18,6.5,880,1,1,1,65,0,0,0,1959-09-30 22:45:00,False,False,0,9.61322860174591e-06
4869,572,1959,10,4,1959-10-04,06:00:00,3,TX,48,79,3,5,0,5.0,0.0,32.77,-96.58,33.13,-96.42,27.6,67,1,1,1,113,397,85,0,1959-10-04 12:00:00,False,False,0,0.0001390834208938952
4895,598,1959,11,4,1959-11-04,01:00:00,3,TX,48,85,3,3,0,5.0,0.0,32.03,-95.85,32.32,-95.58,25.1,67,1,1,1,213,0,0,0,1959-11-04 07:00:00,False,False,0,1.0342478604971205e-05
4896,599,1959,11,4,1959-11-04,01:25:00,3,TX,48,86,3,0,0,4.0,0.0,32.43,-94.43,32.43,-94.17,15.5,67,1,1,1,203,0,0,0,1959-11-04 07:25:00,False,False,0,2.0483839846551794e-05
4919,19,1960,2,9,1960-02-09,20:45:00,3,AR,5,4,3,10,0,4.0,0.0,35.35,-91.32,35.4,-91.28,3.8,100,1,1,1,147,0,0,0,1960-02-10 02:45:00,False,False,0,9.181587577740753e-06
4936,36,1960,2,25,1960-02-25,05:30:00,3,FL,12,4,3,0,0,5.0,0.0,30.2,-82.63,0.0,0.0,0.8,100,1,1,1,23,0,0,0,1960-02-25 11:30:00,False,False,0,9.719187523674211e-06
4974,74,1960,4,12,1960-04-12,20:00:00,3,TX,48,8,3,32,3,5.0,0.0,34.35,-102.3,34.4,-102.23,5.2,100,1,1,1,69,0,0,0,1960-04-13 02:00:00,False,False,0,3.851810903492369e-06
4977,77,1960,4,14,1960-04-14,17:45:00,3,AR,5,6,3,3,0,5.0,0.0,35.47,-94.28,35.52,-94.05,13.6,833,1,1,1,33,0,0,0,1960-04-14 23:45:00,False,False,0,1.387794242870535e-05
4978,78,1960,4,14,1960-04-14,21:00:00,3,AR,5,7,3,0,0,4.0,0.0,35.47,-93.4,0.0,0.0,2.0,100,1,1,1,71,0,0,0,1960-04-15 03:00:00,False,False,0,7.26848991934912e-06
4981,80,1960,4,15,1960-04-15,18:00:00,3,KS,20,4,3,2,0,5.0,0.0,38.58,-94.65,38.63,-94.62,2.3,440,2,1,2,121,0,0,0,1960-04-16 00:00:00,False,False,0,1.3336413702388933e-05
4982,80,1960,4,15,1960-04-15,18:00:00,3,MO,29,6,3,0,0,4.0,0.0,38.63,-94.62,38.7,-94.53,6.1,500,2,1,2,37,0,0,0,1960-04-16 00:00:00,False,False,0,1.6457250964708405e-05
4984,82,1960,4,16,1960-04-16,14:30:00,3,IA,19,2,3,5,1,5.0,0.0,42.33,-92.58,42.5,-92.0,29.8,800,1,1,1,75,13,19,0,1960-04-16 20:30:00,False,False,0,3.74420831273382e-05
4985,83,1960,4,16,1960-04-16,15:00:00,3,MO,29,7,3,4,0,4.0,0.0,40.3,-94.43,40.42,-93.93,27.0,300,1,1,1,15,81,0,0,1960-04-16 21:00:00,False,False,0,5.505057726587451e-06
