STCOU,Land_mass
37009,426.81
37011,247.22
37013,958
37015,741.22
37017,887.15
37019,1050.06
37021,660.05
37023,514.91
37025,365.02
37027,474.32
37029,305.72
37031,1351.57
37033,428.47
37035,413.52
37037,709.18
37039,466.69
37041,233.32
37043,220.6
37045,468.31
37047,953.64
37049,761.82
37051,658.5
37053,525.68
37055,1561.59
37057,566.81
37059,266.89
37061,819.15
37063,298.12
37065,506.61
37067,412.91
37069,494.14
37071,363.85
37073,345.63
37075,301.61
37077,536.6
37079,265.91
37081,657.73
37083,730.97
37085,601.3
37087,554.85
37089,374.85
37091,360.83
37093,392.37
37095,1424
37097,593.42
37099,494.36
37101,795.9
37103,474.74
37105,259.36
37107,402.11
37109,307.06
37111,446.43
37113,519.44
37115,451.61
37117,462.9
37119,549.74
37121,222.15
37123,501.1
37125,706.29
37127,542.72
37129,327.93
37131,550.26
37133,908.46
37135,401.15
37137,566.24
37139,289.45
37141,932.69
37143,328.95
37145,404.1
37147,654.81
37149,238.58
37151,789.97
37153,479.64
37155,951.07
37157,572.35
37159,523.89
37161,565.98
37163,947.51
37165,320.65
37167,404.3
37169,455.9
37171,537.81
37173,540.65
37175,380.57
37177,600.32
37179,639.64
37181,269.85
37183,857.5
37185,443.83
37187,424.26
37189,312.76
37191,556.72
37193,759.96
37195,374.29
37197,337.53
37199,313.13
38000,70703.83
38001,988.89
38003,1513.34
38005,1439.39
38007,1153.47
38009,1697.83
38011,1167.03
38013,1129.33
38015,1668.12
38017,1768
38019,1510.22
38021,1141.76
38023,1294.24
38025,2082.38
38027,644.26
38029,1554.82
38031,646.75
38033,1002.4
38035,1439.91
38037,1666.02
38039,716.21
38041,1133.78
38043,1433.3
38045,1150.86
38047,1011.14
38049,1911.83
38051,995.12
38053,2861.05
38055,2328.27
38057,1112.49
38059,1945.39
38061,1941.16
38063,1008.8
38065,731.23
38067,1121.78
38069,1082.26
38071,1300.93
38073,864.18
38075,892.11
38077,1445.8
38079,939.4
38081,867.15
38083,1005.83
38085,1128.37
38087,1219.27
38089,1340.55
38091,715.54
38093,2298.36
38095,1041.61
38097,862.59
38099,1294.17
38101,2056.36
38103,1290.7
38105,2148.08
39000,44827.53
39001,585.83
39003,406.92
39005,426.86
39007,1368.76
39009,508.58
39011,401.74
39013,541.41
39015,495.26
39017,470.24
39019,399.02
39021,429.74
39023,403.83
39025,457.74
39027,412.31
39029,535.22
39031,567.61
39033,402.85
39035,1245.62
39037,600.38
39039,414.21
39041,455.99
39043,625.78
39045,508.58
39047,407.11
39049,543.35
39051,407.36
39053,471.16
39055,408.71
39057,416.24
39059,528.33
39061,412.81
39063,533.64
39065,470.55
39067,410.81
39069,420
39071,557.89
39073,423.62
39075,424.04
39077,494.94
39079,421.52
39081,410.89
39083,529.56
39085,979.02
39087,457.3
39089,688.39
39091,466.81
39093,923.09
39095,560.64
39097,465.97
39099,423.4
39101,404.17
39103,423.13
39105,432.41
39107,473.32
39109,409.19
39111,457.48
39113,464.39
39115,421.88
39117,407.38
39119,672.61
39121,404.6
39123,620.41
39125,418.92
39127,412.62
39129,506.84
39131,443.98
39133,507.14
39135,426.35
39137,484.28
39139,500.36
39141,693
39143,417.8
39145,616.12
39147,552.41
39149,411.06
39151,580.94
39153,420.1
39155,634.08
39157,571.53
39159,437
39161,410.51
39163,414.99
39165,407.14
39167,640.18
39169,556.34
39171,423.08
39173,620.58
39175,407.65
40000,69902.9
40001,577.06
40003,881.5
40005,990.05
40007,1817.68
40009,904.19
40011,938.94
40013,943.49
40015,1290.41
40017,905.25
40019,833.78
40021,776.45
40023,800.72
40025,1841.27
40027,558.39
40029,521.32
40031,1083.91
40033,641.99
40035,762.78
40037,969.82
40039,1002.07
40041,792.37
40043,1008.34
40045,1231.94
40047,1060
40049,813.73
40051,1105.38
40053,1003.67
40055,643.71
40057,538.6
40059,1041.02
40061,625.29
40063,814.69
40065,804.22
40067,773.88
40069,658.33
40071,945.2
40073,906.03
40075,1030.74
40077,729.16
40079,1608.14
40081,965.68
40083,748.98
40085,531.99
40087,580.18
40089,1901.45
40091,712.49
40093,957.92
40095,426.98
40097,683.55
40099,424.95
40101,839.01
40103,742.5
40105,580.93
40107,628.94
40109,718.38
40111,702.36
40113,2303.94
40115,484.77
40117,594.92
40119,697.18
40121,1377.92
40123,725.5
40125,793.39
40127,1422.86
40129,1146.53
40131,711.49
40133,640.55
40135,714.93
40137,891.19
40139,2048.97
40141,879.29
40143,587.05
40145,591.01
40147,424.19
40149,1009.14
40151,1290.14
40153,1246.09
41000,98385.75
41001,3088.61
41003,679.01
41005,1879.13
41007,1084.8
41009,688.37
41011,1806.45
41013,2987.55
41015,1988.64
41017,3054.96
41019,5134.06
41021,1222.91
41023,4529.53
41025,10227.05
41027,533.6
41029,2801.94
41031,1791.27
41033,1641.66
41035,6136.19
41037,8359.03
41039,4721.95
41041,1193.89
41043,2309.3
41045,9930.51
41047,1195.2
41049,2048.68
41051,465.7
41053,744.21
41055,831.29
41057,1332.86
41059,3231.34
41061,2038.4
41063,3151.78
41065,2395.46
41067,726.43
41069,1715.55
41071,718.41
42000,46058.24
42001,521.56
42003,744.73
42005,664.48
42007,443.94
42009,1017.49
42011,865.68
42013,527.17
42015,1161.09
42017,622.15
42019,794.85
42021,693.48
42023,398.61
42025,388.79
42027,1111.93
42029,759.86
42031,608.99
42033,1153.87
42035,898.12
42037,489.81
42039,1037.82
42041,551.2
42043,557.57
42045,190.77
42047,832.27
42049,1558.49
42051,797.99
42053,431.42
42055,772.69
42057,438.06
42059,577.99
42061,890.3
42063,834.35
42065,656.91
42067,393.61
42069,464.57
42071,983.9
42073,362.78
42075,362.61
42077,348.33
42079,907.14
42081,1243.84
42083,984.22
42085,682.62
42087,413.46
42089,616.05
42091,487.47
42093,132.3
42095,377.41
42097,477.4
42099,555.81
42101,142.68
42103,566.66
42105,1081.47
42107,782.63
42109,332.18
42111,1081.26
42113,452.37
42115,832.44
42117,1137.35
42119,317.15
42121,683.08
42123,897.83
42125,861
42127,750.59
42129,1036.46
42131,404.82
42133,910.34
44000,1545.1
44001,44.71
44003,188.01
44005,313.65
44007,435.85
44009,562.9
45000,32007.11
45001,511.1
45003,1080.53
45005,412.59
45007,757.47
45009,395.49
45011,557.29
45013,923
45015,1229.23
45017,392.36
45019,1357.14
45021,397.3
45023,586.19
45025,805.84
45027,695.71
45029,1132.05
45031,567.55
45033,406.56
45035,576.74
45037,506.56
45039,709.98
45041,803.05
45043,1035.09
45045,797.01
45047,462.95
45049,562.72
45051,1255
45053,685.84
45055,740.31
45057,555.32
45059,722.02
45061,411.33
45063,759.49
45065,393.89
45067,494.11
45069,485.3
45071,647.32
45073,673.63
45075,1127.83
45077,511.87
45079,771.74
45081,460.64
45083,819.21
45085,682.08
45087,515.96
45089,936.97
45091,695.77
46000,77121.46
46003,712.58
46005,1264.93
46007,1190.7
46009,581.37
46011,804.82
46013,1731.36
46015,846.56
46017,487.46
46019,2266.43
46021,771.39
46023,1150.27
46025,967.88
46027,416.73
46029,717.13
46031,2529.52
46033,1559.22
46035,436.81
46037,1091.29
46039,636.75
46041,2445.83
46043,434.16
46045,1151.23
46047,1749.24
46049,1005.77
46051,687.95
46053,1053.51
46055,1827.37
46057,537.99
46059,1440.34
46061,435.67
46063,2677.64
46065,800.35
46067,814.45
46069,866.66
46071,1871.41
46073,532.67
46075,971.75
46077,863.73
46079,575.1
46081,800.34
46083,578.64
46085,1707.18
46087,577.21
46089,1151.92
46091,885.67
46093,3482.67
46095,1309.87
46097,572.03
46099,813.74
46101,521.13
46103,2784.46
46105,2890.85
46107,898.47
46109,1135.42
46111,570.25
46113,2096.72
46115,1510.18
46117,1517.06
46119,1070.42
46121,1391
46123,1617.51
46125,617.5
46127,467.11
46129,744.25
46135,532.66
46137,1971.21
47000,42146.01
47001,344.83
47003,474.89
47005,436.23
47007,406.73
47009,566.66
47011,331.52
47013,498.27
47015,265.73
47017,599.89
47019,347.64
47021,307.16
47023,288.76
47025,441.56
47027,259.26
47029,443.17
47031,434.49
47033,265.49
47035,684.97
47037,526.16
47039,344.93
47041,329
47043,491.34
47045,526.52
47047,706.27
47049,499
47051,574.37
47053,603.64
47055,611.22
47057,302.46
47059,624.27
47061,361.17
47063,175.78
47065,575.76
47067,223.51
47069,670.44
47071,596.36
47073,499.66
47075,534.19
47077,525.95
47079,593.49
47081,612.75
47083,206.94
47085,556.75
47087,319.57
47089,314.34
47091,302.76
47093,525.81
47095,193.81
47097,507.17
47099,617.96
47101,282.5
47103,570.68
47105,247.04
47107,432.24
47109,560.87
47111,307.2
47113,558.68
47115,513.8
47117,376.13
47119,615.57
47121,216.79
47123,652.88
47125,543.87
47127,130.38
47129,522.41
47131,555.38
47133,434.83
47135,422.93
47137,174.58
47139,442.39
47141,402.44
47143,336.4
47145,394.99
47147,476.72
47149,624
47151,533.25
47153,266.04
47155,597.77
47157,783.69
47159,325.38
47161,493.22
47163,429.71
47165,543.16
47167,474.76
47169,116.65
47171,186.49
47173,247.14
47175,274.61
47177,434.12
47179,329.71
47181,735.65
47183,581.85
47185,379.55
47187,583.67
47189,583.27
48000,268600.96
48001,1078.05
48003,1501.09
48005,864.51
48007,528.01
48009,925.85
48011,913.85
48013,1235.73
48015,656.44
48017,827.43
48019,797.6
48021,895.99
48023,901.08
48025,880.39
48027,1087.19
48029,1256.76
48031,713.46
48033,906.11
48035,1002.72
48037,922.83
48039,1597.54
48041,590.35
48043,6193.22
48045,901.64
48047,943.67
48049,957.03
48051,677.83
48053,1020.18
48055,547.46
48057,1032.24
48059,901.34
48061,1276.42
48063,203.21
48065,924.15
48067,960.41
48069,899.39
48071,868.59
48073,1062.02
48075,713.66
48077,1116.23
48079,775.34
48081,928.07
48083,1281.55
48085,885.91
48087,919.48
48089,973.68
48091,574.65
48093,947.74
48095,993.75
48097,898.87
48099,1056.81
48101,901.66
48103,785.65
48105,2807.66
48107,901.74
48109,3812.94
48111,1505.37
48113,908.87
48115,902.16
48117,1498.36
48119,277.94
48121,957.72
48123,910.55
48125,905.26
48127,1334.58
48129,933.09
48131,1795.82
48133,931.98
48135,901.76
48137,2120.13
48139,951.73
48141,1014.75
48143,1089.88
48145,773.86
48147,899.23
48149,959.92
48151,901.82
48153,992.57
48155,707.74
48157,886.11
48159,294.79
48161,892.2
48163,1134.39
48165,1502.91
48167,876.46
48169,896.25
48171,1061.58
48173,901
48175,859.43
48177,1069.91
48179,929.3
48181,979.25
48183,276.41
48185,801.27
48187,714.23
48189,1004.86
48191,904.13
48193,836.45
48195,920.48
48197,697.05
48199,897.43
48201,1777.89
48203,915.17
48205,1463.3
48207,910.33
48209,679.85
48211,912.11
48213,949.09
48215,1582.78
48217,985.71
48219,908.57
48221,436.82
48223,792.8
48225,1236.93
48227,904.27
48229,4572.26
48231,882.09
48233,895.01
48235,1051.68
48237,920.18
48239,857.1
48241,969.68
48243,2264.77
48245,1111.32
48247,1136.24
48249,868.3
48251,734.43
48253,937.21
48255,753.58
48257,806.87
48259,663.1
48261,1945.6
48263,902.97
48265,1107.76
48267,1251.02
48269,913.38
48271,1365.4
48273,1090.5
48275,855.5
48277,932.53
48279,1017.8
48281,714.02
48283,1494.36
48285,970.44
48287,634.09
48289,1080.47
48291,1176.33
48293,933.22
48295,932.28
48297,1078.94
48299,966.25
48301,676.88
48303,900.74
48305,893.5
48307,1073.43
48309,1060.27
48311,1142.71
48313,472.48
48315,420.39
48317,915.69
48319,932.26
48321,1612.33
48323,1291.84
48325,1334.63
48327,902.32
48329,902.03
48331,1021.74
48333,749.95
48335,915.98
48337,938.51
48339,1076.91
48341,909.68
48343,258.65
48345,989.87
48347,981.41
48349,1086.27
48351,939.57
48353,914.01
48355,1166.58
48357,918.14
48359,1501.53
48361,379.56
48363,985.56
48365,821.39
48367,910.15
48369,885.23
48371,4765.11
48373,1109.91
48375,922.06
48377,3856.54
48379,258.89
48381,922.49
48383,1176.09
48385,700.09
48387,1057.67
48389,2642.13
48391,818.72
48393,924.25
48395,865.73
48397,148.71
48399,1057.22
48401,938.7
48403,576.65
48405,592.25
48407,627.96
48409,707.11
48411,1138.33
48413,1310.74
48415,907.61
48417,915.61
48419,834.6
48421,923.27
48423,949.55
48425,191.91
48427,1229.38
48429,921.55
48431,923.58
48433,920.31
48435,1454.52
48437,900.74
48439,897.56
48441,919.34
48443,2357.94
48445,890.96
48447,915.54
48449,425.72
48451,1540.63
48453,1022.19
48455,714.05
48457,935.77
48459,592.72
48461,1241.93
48463,1558.71
48465,3232.7
48467,859.56
48469,888.81
48471,801.51
48473,518.49
48475,835.81
48477,621.4
48479,3375.67
48481,1094.51
48483,915.39
48485,633.04
48487,978.16
48489,784.27
48491,1136.5
48493,808.64
48495,841.29
48497,922.84
48499,695.87
48501,799.79
48503,930.9
48505,1058.18
48507,1301.82
49000,84904.12
49001,2592.43
49003,6729.45
49005,1173.17
49007,1484.69
49009,723.1
49011,633.57
49013,3256.29
49015,4461.83
49017,5208.5
49019,3694.3
49021,3302.12
49023,3406.46
49025,4108.6
49027,6828.51
49029,610.79
49031,765.81
49033,1086.36
49035,807.83
49037,7933.64
49039,1602.71
49041,1918.41
49043,1882.15
49045,7287.73
49047,4499.21
49049,2141.06
49051,1209.24
49053,2430.07
49055,2466.61
49057,659.49
50000,9615
50001,808.46
50003,677.72
50005,657.74
50007,619.62
50009,673.83
50011,692.66
50013,194.66
50015,463.47
50017,691.97
50019,720.33
50021,944.43
50023,695.83
50025,798.18
50027,976.09
51000,42768.88
51001,1310.18
51003,726.24
51005,446.93
51007,358.57
51009,478.81
51011,334.75
51013,25.97
51015,972.28
51017,534.59
51019,769.36
51021,358.74
51023,545.98
51025,569.4
51027,503.9
51029,583.6
51031,507.28
51033,538.94
51035,477.84
51036,203.9
51037,477.46
51041,438.43
51043,178.2
51045,330.07
51047,382.32
51049,299.76
51051,334.57
51053,507.04
51057,285.92
51059,406.81
51061,651.83
51063,381.49
51065,290.23
51067,711.6
51069,415.66
51071,360.97
51073,288.02
51075,290.01
51077,445.93
51079,156.98
51081,296.83
51083,824.05
51085,474.11
51087,243.22
51089,384.41
51091,415.88
51093,362.79
51095,179.73
51097,326.35
51099,187.81
51101,285.67
51103,231.36
51105,437.34
51107,521.14
51109,510.83
51111,432.4
51113,321.81
51115,251.98
51117,679.34
51119,210.76
51121,389.44
51125,474.34
51127,223.77
51131,795.4
51133,285.68
51135,316.13
51137,343.44
51139,314.11
51141,485.88
51143,978.21
51145,262.42
51147,353.87
51149,281.55
51153,349.05
51155,329.6
51157,266.86
51159,216.4
51161,250.84
51163,601.02
51165,853.35
51167,476.78
51169,538.66
51171,512.56
51173,452.33
51175,603.07
51177,412.3
51179,279.55
51181,310.32
51183,492.86
51185,519.91
51187,216.35
51191,567.59
51193,252.65
51195,404.56
51197,464.63
51199,215.5
51510,15.38
51515,6.86
51520,11.59
51530,6.83
51540,10.26
51550,350.92
51560,3.1
51570,7.79
51580,4.44
51590,43.94
51595,6.96
51600,6.16
51610,2
51620,7.72
51630,10.52
51640,8.07
51650,128.56
51660,17.59
51670,10.72
51678,2.49
51680,49.77
51683,10.03
51685,1.83
51690,11.01
51700,119.03
51710,96.3
51720,7.26
51730,23.22
51735,78.43
51740,46.62
51750,10.19
51760,62.61
51770,42.93
51775,14.55
51780,5.55
51790,19.76
51800,429.09
51810,497.35
51820,14.06
51830,8.74
51840,9.33
53000,71302.65
53001,1929.73
53003,640.69
53005,1760.19
53007,2993.87
53009,2676.14
53011,656.26
53013,873.52
53015,1166.41
53017,1848.74
53019,2257.46
53021,1265.38
53023,718.18
53025,2791.37
53027,2224.59
53029,517.39
53031,2178.03
53033,2306.77
53035,565.98
53037,2333.24
53039,1904.29
53041,2436.43
53043,2339.74
53045,1051.09
53047,5315.38
53049,1223.58
53051,1425.34
53053,1806.67
53055,621.09
53057,1920.49
53059,1683.95
53061,2196.53
53063,1780.82
53065,2540.66
53067,773.68
53069,286.7
53071,1299.23
53073,2503.64
53075,2177.61
53077,4311.78
54000,24231.44
54001,342.77
54003,321.61
54005,503.22
54007,516.2
54009,92.26
54011,288.04
54013,280.65
54015,343.85
54017,320.51
54019,668.4
54021,340.09
54023,480.23
54025,1024.49
54027,644.67
54029,88.36
54031,584.52
54033,416.63
54035,471.62
54037,211.59
54039,911.07
54041,389.79
54043,438.61
54045,455.63
54047,534.94
54049,311.51
54051,312.2
54053,444.84
54055,420.71
54057,329.16
54059,423.66
54061,365.91
54063,473.68
54065,229.69
54067,654.45
54069,108.86
54071,698.21
54073,134.6
54075,941.9
54077,651.45
54079,350.42
54081,609.38
54083,1040
54085,453.61
54087,483.8
54089,367.73
54091,175.7
54093,421.13
54095,260.71
54097,354.89
54099,512.23
54101,556.18
54103,361.39
54105,234.85
54107,376.98
54109,501.85
55000,65503.21
55001,688.57
55003,2294.11
55005,890.08
55007,2041.75
55009,615.47
55011,709.63
55013,880.44
55015,397.06
55017,1041.36
55019,1219.14
55021,795.78
55023,599.29
55025,1238.43
55027,907.08
55029,2369.94
55031,1480.03
55033,863.96
55035,645.31
55037,497.52
55039,765.87
55041,1046.49
55043,1183.44
55045,584.62
55047,380.46
55049,768.16
55051,919.29
55053,1000.08
55055,582.8
55057,804.22
55059,754.36
55061,1084.61
55063,479.96
55065,634.62
55067,887.95
55069,906.97
55071,1493.85
55073,1576.24
55075,1550.26
55077,464.46
55078,365.02
55079,1189.8
55081,908.47
55083,1149.18
55085,1236.11
55087,644.46
55089,1116.3
55091,248.7
55093,591.62
55095,956.33
55097,822.82
55099,1278.57
55101,791.98
55103,589.45
55105,726.26
55107,930.96
55109,735.85
55111,848.51
55113,1350.44
55115,909.39
55117,1271.07
55119,984.58
55121,742.05
55123,816.5
55125,1017.92
55127,576.55
55129,853.13
55131,435.92
55133,580.52
55135,765.38
55137,637.44
55139,578.75
55141,809.51
56000,97818.11
56001,4309.03
56003,3159.1
56005,4801.69
56007,7964.44
56009,4265.29
56011,2870.61
56013,9266.21
56015,2232.31
56017,2006.32
56019,4174.86
56021,2687.82
56023,4089.23
56025,5375.91
56027,2627.99
56029,6968.85
56031,2111.02
56033,2527.14
56035,4935.97
56037,10491.73
56039,4221.96
56041,2087.66
56043,2242.85
56045,2400.13
